"";"ED_median";"ES_median"
"Arborophila_sumatrana";4,98989884341953;4,21103951151428
"Arborophila_campbelli";5,69750236208949;5,1393459621308
"Arborophila_charltonii";6,49667014173893;6,99332859509909
"Caloperdix_oculeus";7,75352370126457;7,52302586861345
"Rollulus_rouloul";8,75945980162242;9,37864823551857
"Melanoperdix_niger";9,93719790210634;11,0673307908211
"Tetraogallus_tibetanus";9,17486185603805;9,44091043744973
"Tetraogallus_altaicus";8,22276057077243;8,03685117161564
"Tetraogallus_himalayensis";6,38736936407802;6,34809343250583
"Tetraogallus_caucasicus";5,81805524274729;5,22976542366256
"Tetraogallus_caspius";5,1320833049101;4,97701654194892
"Margaroperdix_madagascariensis";4,8814727040201;4,05787705433848
"Coturnix_pectoralis";4,85576214501251;4,32197847609884
"Coturnix_japonica";4,96657782477559;4,56176797446557
"Coturnix_coturnix";5,30834826588254;4,56559776416605
"Coturnix_coromandelica";4,87082063777226;4,19248906669113
"Coturnix_chinensis";4,51665550984946;3,81954777516533
"Anurophasis_monorthonyx";4,65477318090379;4,20095745677004
"Coturnix_delegorguei";4,42680491696478;3,5064631604234
"Coturnix_ypsilophora";4,33885084331879;3,58024843877913
"Alectoris_philbyi";4,21043250473917;3,81954246588533
"Alectoris_magna";4,60581176304722;3,94745505835997
"Alectoris_graeca";4,66275044249971;4,02257135328929
"Alectoris_chukar";4,72076606294852;3,82940739502349
"Alectoris_rufa";4,86420220118979;4,44995940049663
"Alectoris_barbara";4,93917191958724;4,52946026108261
"Alectoris_melanocephala";5,0983585436482;4,6964097550621
"Francolinus_ochropectus";5,1858422375458;4,99170787348205
"Francolinus_nobilis";6,06820819338004;5,51908647295224
"Francolinus_afer";6,56071129284949;6,36756656632074
"Francolinus_leucoscepus";5,60350525444579;5,36042321209545
"Francolinus_swierstrai";5,62539506671394;4,84814220803623
"Francolinus_swainsonii";5,45303984402091;4,57358446682289
"Francolinus_squamatus";5,33967691910071;5,52541129230456
"Francolinus_bicalcaratus";5,59797934501638;5,5579885519199
"Francolinus_icterorhynchus";5,23303879009165;4,82164079910852
"Francolinus_ahantensis";5,36249785025564;4,77851487225598
"Francolinus_griseostriatus";4,8375383671995;4,50385992361713
"Francolinus_jacksoni";4,84612383496789;4,39378606622892
"Francolinus_harwoodi";4,85321665792086;3,89630083668892
"Francolinus_camerunensis";4,80714530065938;4,11481237658393
"Francolinus_capensis";4,60066668063124;4,21594923284469
"Francolinus_adspersus";4,87268730444842;4,11841729671906
"Francolinus_rufopictus";5,31940277467652;4,32141820203657
"Francolinus_natalensis";5,25036637400837;4,73719732975351
"Francolinus_hildebrandti";5,38058359990782;4,68034949600536
"Francolinus_castaneicollis";5,78988357361966;5,83107787909365
"Francolinus_erckelii";5,79646299525588;5,56642478342916
"Francolinus_clappertoni";5,60792834557502;4,99599637304459
"Francolinus_hartlaubi";5,26654132049615;4,77755807173517
"Ammoperdix_heyi";6,12305807962536;5,74082398441136
"Ammoperdix_griseogularis";5,50860217287942;5,18501104093805
