"";"Rb";"AV";"FV";"NN"
"Spermophilus beldingi";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus dauricus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus armatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus elegans";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus brunneus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus musicus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus pallidicauda";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus ralli";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus relictus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus richardsonii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus suslicus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus alashanicus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus washingtoni";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus xanthoprymnus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus townsendii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus variegatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus beecheyi";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus atricapillus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus mexicanus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus perotensis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus tridecemlineatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus spilosoma";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus tereticaudus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus mohavensis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus franklinii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus saturatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus lateralis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus madrensis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus columbianus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus undulatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus adocetus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus brevicauda";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus fulvus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus parryii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus annulatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus major";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Spermophilus erythrogenys";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Ammospermophilus interpres";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Ammospermophilus insularis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Ammospermophilus harrisii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Ammospermophilus nelsoni";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Ammospermophilus leucurus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Cynomys ludovicianus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Cynomys mexicanus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Cynomys leucurus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Cynomys gunnisoni";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Cynomys parvidens";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota monax";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota himalayana";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota marmota";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota camtschatica";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota sibirica";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota caudata";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota broweri";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota bobak";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota baibacina";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota menzbieri";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota olympus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota vancouverensis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota flaviventris";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Marmota caligata";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias striatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias sibiricus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias quadrimaculatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias quadrivittatus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias ruficaudus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias rufus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias senex";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias sonomae";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias umbrinus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias siskiyou";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias panamintinus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias townsendii";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias cinereicollis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias amoenus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias bulleri";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias palmeri";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias speciosus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias alpinus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias dorsalis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias durangae";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias merriami";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias minimus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias obscurus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias ochrogenys";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Tamias canipes";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Graphiurus lorraineus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus surdus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus rupicola";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus platyops";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus ocularis";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus murinus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus kelleni";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus johnstoni";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus christyi";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus angolensis";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus microtis";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus monardi";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus nagtglasii";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Graphiurus crassicaudatus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Chaetocauda sichuanensis";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Dryomys nitedula";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Dryomys laniger";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Dryomys niethammeri";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Eliomys melanurus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliomys munbyanus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliomys quercinus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Muscardinus avellanarius";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Myomimus setzeri";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Myomimus personatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Myomimus roachi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Selevinia betpakdalaensis";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Glirulus japonicus";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Glis glis";0,0158966801859087;0,799393648383386;0,799245612522574;0
"Cratogeomys neglectus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys tylorhinus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys merriami";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys gymnurus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys fumosus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys goldmani";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cratogeomys castanops";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Cratogeomys zinseri";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Geomys arenarius";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys knoxjonesi";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys texensis";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys tropicalis";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys personatus";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys bursarius";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys pinetis";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Geomys breviceps";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Geomys attwateri";0,0128512324151679;0,625410068036039;0,625294251356773;0
"Orthogeomys grandis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys cuniculus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys hispidus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys lanius";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys cherriei";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys dariensis";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys heterodus";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys matagalpae";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys thaeleri";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys underwoodi";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Orthogeomys cavator";0,0147903413642844;0,73724939967631;0,737112872009703;0
"Pappogeomys alcorni";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Pappogeomys bulleri";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys clusius";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys idahoensis";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys mazama";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys monticola";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys talpoides";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys bulbivorus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys umbrinus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys townsendii";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Thomomys bottae";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Zygogeomys trichopus";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Castor canadensis";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Castor fiber";0,0132716240743762;0,641650691647672;0,641531867445515;0
"Dipodomys nitratoides";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys ordii";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys panamintinus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys phillipsii";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys simulans";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys nelsoni";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys stephensi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys gravipes";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys venustus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys spectabilis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys microps";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys merriami";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys heermanni";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys elator";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys deserti";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys compactus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys californicus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys agilis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipodomys ingens";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Microdipodops megacephalus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Microdipodops pallidus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus flavus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus alticolus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus amplus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus fasciatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus inornatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus longimembris";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus merriami";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus parvus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Perognathus flavescens";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus goldmani";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus pernix";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus formosus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus penicillatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus fallax";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus eremicus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus dalquesti";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus californicus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus baileyi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus artus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus arenarius";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus intermedius";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus lineatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus hispidus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus rudinoris";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus spinatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Chaetodipus nelsoni";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys oresterus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys teleus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys oasicus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys gaumeri";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys desmarestianus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys australis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys anomalus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Heteromys nelsoni";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Liomys adspersus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Liomys irroratus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Liomys spectabilis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Liomys salvini";0,0110129533947399;0,50395866020105;0,503865334523235;0
