;Rb_median;AV_median;FV_median;NNmed
Balantiopteryx_io;0,012624225;0,623934218;0,623828663;0,010719331
Balantiopteryx_infusca;0,012615757;0,623934103;0,623828549;0,01232243
Saccopteryx_bilineata;0,012615873;0,623788363;0,623682833;0,019168548
Saccopteryx_leptura;0,012616898;0,62378986;0,623684329;0,017921861
Saccopteryx_canescens;0,01261685;0,623760393;0,623654867;0,017001666
Saccopteryx_gymnura;0,012616895;0,623580593;0,623475098;0,018971422
Saccopteryx_antioquensis;0,012616533;0,623591555;0,623486058;0,02303282
Centronycteris_maximiliani;0,012616499;0,623589329;0,623483833;0,023588452
Centronycteris_centralis;0,012616324;0,623576351;0,623470857;0,027197815
Rhynchonycteris_naso;0,01261637;0,623570452;0,623464958;0,025229686
Saccolaimus_flaviventris;0,012616628;0,623562892;0,6234574;0,018124766
Saccolaimus_saccolaimus;0,012616485;0,62356421;0,623458717;0,016959441
Saccolaimus_peli;0,012616008;0,623571803;0,62346631;0,022675728
Saccolaimus_mixtus;0,012616088;0,62357956;0,623474066;0,02578836
Taphozous_hilli;0,012616088;0,623571082;0,623465589;0,018235293
Taphozous_longimanus;0,012617232;0,623597553;0,623492055;0,017459901
Taphozous_australis;0,012617269;0,623592088;0,623486591;0,017263888
Taphozous_troughtoni;0,012618219;0,623592447;0,62348695;0,018754443
Taphozous_mauritianus;0,012617704;0,62357861;0,623473115;0,023215387
Taphozous_georgianus;0,012617704;0,623576274;0,623470779;0,022192563
Taphozous_hamiltoni;0,012617846;0,623576274;0,623470779;0,023520909
Taphozous_theobaldi;0,012617918;0,622928356;0,622822971;0,025290544
Taphozous_nudiventris;0,012616482;0,622928356;0,622822971;0,021557853
Taphozous_kapalgensis;0,012616548;0,622806668;0,622701304;0,027523953
Taphozous_perforatus;0,012609295;0,622387813;0,62228252;0,025281714
Taphozous_achates;0,012609295;0,62189131;0,621786101;0,016308792
Taphozous_melanopogon;0,01261431;0,621885679;0,621780471;0,016219162
Taphozous_hildegardeae;0,01261431;0,621854173;0,62174897;0,01552899
Nyctiellus_lepidus;0,01258647;0,621696771;0,621591595;0,019962382
Natalus_tumidirostris;0,01258541;0,621636492;0,621531326;0,020047923
Natalus_stramineus;0,012585457;0,62163639;0,621531224;0,017674635
Natalus_mexicanus;0,012585315;0,621637109;0,621531942;0,021207644
Natalus_primus;0,01258533;0,621635196;0,62153003;0,016398333
Natalus_lanatus;0,012585315;0,621635196;0,62153003;0,017824888
Natalus_jamaicensis;0,012585315;0,621635711;0,621530545;0,018511635
Natalus_major;0,01258234;0,62037024;0,620265288;0,020671495
Natalus_saturatus;0,01258241;0,620361781;0,620256831;0,018474545
Natalus_espiritosantensis;0,012582426;0,620357306;0,620252356;0,019070302
Chilonatalus_tumidifrons;0,012584605;0,620357911;0,620252961;0,024240223
Chilonatalus_micropus;0,012587674;0,620358437;0,620253487;0,020394211
Tadarida_kuboriensis;0,012575893;0,619576572;0,619471754;0,018441389
Tadarida_aegyptiaca;0,012577289;0,619689221;0,619584384;0,018761056
Mormopterus_doriae;0,012573586;0,619689221;0,619584384;0,02143443
Tadarida_jobimena;0,012572569;0,619122493;0,619017752;0,014560917
Mops_sarasinorum;0,012564077;0,619119868;0,619015128;0,01329409
Chaerephon_bemmeleni;0,012564039;0,619119062;0,619014321;0,017531375
Chaerephon_plicatus;0,012564046;0,619119984;0,619015244;0,011321349
Chaerephon_gallagheri;0,012563839;0,619121453;0,619016713;0,01211252
Mops_brachypterus;0,012563767;0,619121453;0,619016713;0,015130879
Mops_niangarae;0,012563644;0,619119113;0,619014373;0,014729313
Chaerephon_bivittatus;0,012563622;0,619122546;0,619017805;0,016042848
Chaerephon_tomensis;0,01256365;0,619134225;0,619029482;0,021062702
Mops_demonstrator;0,012563682;0,619348827;0,619244048;0,017181148
Mops_mops;0,012564729;0,619368152;0,61926337;0,016213893
Mops_spurrelli;0,012566107;0,619696663;0,619591825;0,015323884
Chaerephon_bregullae;0,012566077;0,619698769;0,61959393;0,013733117
Chaerephon_major;0,012566073;0,619697282;0,619592444;0,013687333
Mops_petersoni;0,012565829;0,619698133;0,619593295;0,012578004
Chaerephon_jobensis;0,012565797;0,619821252;0,619716393;0,016471143
Chaerephon_ansorgei;0,01256581;0,619821386;0,619716527;0,018479258
Mops_trevori;0,012567492;0,619886672;0,619781802;0,013982644
Chaerephon_aloysiisabaudiae;0,012567366;0,619884831;0,619779962;0,014209149
Chaerephon_atsinanana;0,012567354;0,619890546;0,619785675;0,016951789
Chaerephon_pumilus;0,012567616;0,619665539;0,619560707;0,016882925
Chaerephon_chapini;0,012568317;0,619640615;0,619535787;0,013813995
Mops_niveiventer;0,012569538;0,619638328;0,6195335;0,016128266
Chaerephon_johorensis;0,012569498;0,619632011;0,619527184;0,019511681
Mops_condylurus;0,012568945;0,619654284;0,619549453;0,02007846
Mops_nanulus;0,01256859;0,619653825;0,619548994;0,014789716
Mops_leucostigma;0,012568407;0,619653985;0,619549154;0,014529079
Mops_congicus;0,012568247;0,619686435;0,619581599;0,018015528
Mops_bakarii;0,012568154;0,619680251;0,619575416;0,018832093
Chaerephon_solomonis;0,012568686;0,619671534;0,6195667;0,018372723
Chaerephon_russatus;0,012568652;0,619671314;0,619566481;0,015727467
Mops_midas;0,0125683;0,619627149;0,619522323;0,015439553
Chaerephon_nigeriae;0,0125683;0,619627202;0,619522376;0,013869599
Mops_thersites;0,012568324;0,619648235;0,619543406;0,015416288
Mormopterus_kitcheneri;0,012567854;0,619647112;0,619542283;0,017576658
Mormopterus_lumsdenae;0,012567854;0,619647112;0,619542283;0,016691428
Mormopterus_beccarii;0,012568193;0,619715997;0,619611156;0,016277082
Mormopterus_phrudus;0,012567735;0,619715692;0,619610851;0,018817552
Molossus_currentium;0,012567982;0,619359116;0,619254335;0,016884573
Mormopterus_planiceps;0,012567967;0,619360805;0,619256024;0,017909224
Molossus_barnesi;0,012567971;0,619297909;0,619193138;0,01971032
Molossus_pretiosus;0,012567717;0,619297909;0,619193138;0,018073335
Mormopterus_halli;0,012567742;0,619325332;0,619220557;0,018310917
Molossus_alvarezi;0,012567716;0,619406571;0,619301782;0,020776299
Mormopterus_loriae;0,012569031;0,619443751;0,619338956;0,022675424
Mormopterus_norfolkensis;0,012569006;0,619441651;0,619336856;0,01802034
Mormopterus_minutus;0,012569678;0,619441397;0,619336602;0,015227891
Mormopterus_eleryi;0,012571397;0,619443657;0,619338862;0,022485269
Sauromys_petrophilus;0,012571208;0,619801925;0,619697069;0,023104111
Tadarida_brasiliensis;0,012571276;0,619801925;0,619697069;0,024204403
Otomops_johnstonei;0,012518953;0,618898502;0,618793799;0,019817071
Otomops_papuensis;0,012518953;0,618854133;0,618749437;0,017008775
Otomops_formosus;0,012518325;0,618847296;0,618742602;0,017250674
Otomops_wroughtoni;0,01251828;0,618847269;0,618742575;0,014827456
Otomops_secundus;0,012510307;0,61858587;0,61848122;0,017515477
Otomops_martiensseni;0,012510194;0,618606618;0,618501965;0,014167776
Otomops_madagascariensis;0,012510287;0,618433513;0,618328889;0,012180891
Nyctinomops_macrotis;0,012510316;0,618442132;0,618337507;0,013477157
Nyctinomops_aurispinosus;0,012510318;0,618441873;0,618337247;0,016851655
Nyctinomops_femorosaccus;0,012511952;0,618469449;0,618364819;0,018185149
Nyctinomops_laticaudatus;0,012511941;0,618471535;0,618366904;0,022039642
Nyctinomops_kalinowskii;0,012511991;0,618479371;0,618374739;0,022927064
Molossops_mattogrossensis;0,012511954;0,618479371;0,618374739;0,020866819
Molossops_temminckii;0,012498923;0,618278698;0,6181741;0,017492167
Molossops_neglectus;0,012497944;0,618279459;0,618174861;0,018691363
Molossops_aequatorianus;0,012496731;0,618281286;0,618176688;0,018230283
Cynomops_abrasus;0,012495604;0,618282596;0,618177998;0,013656753
Cynomops_greenhalli;0,012495624;0,618302518;0,618197916;0,017602909
Cynomops_paranus;0,01249568;0,618304281;0,618199679;0,019100714
Cynomops_mexicanus;0,012495599;0,618323529;0,618218923;0,018736983
Cynomops_planirostris;0,012492368;0,618011384;0,617906831;0,02019731
Molossus_molossus;0,012492031;0,618014739;0,617910185;0,022312684
Molossus_aztecus;0,012491777;0,617777626;0,617673113;0,021222905
Molossus_rufus;0,012490983;0,61777858;0,617674066;0,016534293
Molossus_coibensis;0,012490851;0,617776588;0,617672075;0,018898584
Tadarida_lobata;0,012490917;0,617775017;0,617670504;0,019070587
Promops_nasutus;0,012491002;0,617797981;0,617693465;0,018610105
Promops_centralis;0,012491014;0,617839592;0,617735068;0,015680946
Tadarida_ventralis;0,012491132;0,617839592;0,617735068;0,022122081
Eumops_hansae;0,012491878;0,618338107;0,618233499;0,019228059
Eumops_patagonicus;0,012491818;0,618338107;0,618233499;0,016735159
Eumops_bonariensis;0,012491812;0,61828449;0,618179891;0,02001324
Eumops_maurus;0,012491423;0,618286167;0,618181568;0,021338445
Eumops_auripendulus;0,012491423;0,618286136;0,618181537;0,020627536
Eumops_underwoodi;0,012490085;0,618292303;0,618187703;0,019096466
Eumops_dabbenei;0,012490085;0,618295891;0,618191291;0,022086226
Eumops_chiribaya;0,012490238;0,618305415;0,618200813;0,018304956
Eumops_glaucinus;0,012490149;0,618305415;0,618200813;0,020227158
Eumops_ferox;0,01249026;0,618310591;0,618205988;0,019146778
Eumops_floridanus;0,01249026;0,618374573;0,618269958;0,016507047
Eumops_trumbulli;0,012490387;0,618358479;0,618253867;0,01851893
Eumops_wilsoni;0,012490599;0,618358166;0,618253554;0,018389795
Eumops_perotis;0,012490873;0,618373722;0,618269108;0,022329795
Tadarida_teniotis;0,012491354;0,618377161;0,618272546;0,028673855
Tadarida_australis;0,012491311;0,61803782;0,617933263;0,028870299
Tadarida_insignis;0,012491311;0,618057754;0,617953194;0,017767102
Mormopterus_acetabulosus;0,012491304;0,618032114;0,617927558;0,019492368
Tadarida_fulminans;0,012491966;0,617955098;0,617850554;0,028810921
Molossus_sinaloae;0,012492517;0,617883383;0,617778852;0,025366138
Cheiromeles_torquatus;0,012492378;0,617867192;0,617762664;0,018244779
Cheiromeles_parvidens;0,012492354;0,617872076;0,617767546;0,020220248
Mormopterus_jugularis;0,01249339;0,617871813;0,617767283;0,018984688
Mormopterus_francoismoutoui;0,012494004;0,617932728;0,617828189;0,017282934
Tadarida_latouchei;0,012494949;0,617934219;0,61782968;0,022307111
Myopterus_whitleyi;0,012500702;0,618141788;0,618037213;0,029637627
Myopterus_daubentonii;0,012500611;0,618141788;0,618037213;0,024006668
Tomopeas_ravus;0,012500661;0,618234773;0,618130183;0,029582583
Platymops_setiger;0,01250176;0,618469779;0,618365148;0,023462588
Miniopterus_shortridgei;0,012497121;0,618145605;0,618041029;0,019613194
Miniopterus_griffithsi;0,012496934;0,61808217;0,617977605;0,017581891
Miniopterus_ambohitrensis;0,012496704;0,617712682;0,617608179;0,018825737
Miniopterus_gleni;0,012496722;0,617703208;0,617598708;0,021090131
Miniopterus_sororculus;0,012496557;0,617707727;0,617603225;0,019966712
Miniopterus_majori;0,012496557;0,617706846;0,617602345;0,016864492
Miniopterus_petersoni;0,01249632;0,617707614;0,617603112;0,019055205
Miniopterus_newtoni;0,01249629;0,617723777;0,617619272;0,017374795
Miniopterus_manavi;0,01249663;0,617712015;0,617607513;0,017080127
Miniopterus_aelleni;0,012496252;0,617710477;0,617605975;0,020847439
Miniopterus_minor;0,01249676;0,617709045;0,617604544;0,021266064
Miniopterus_fraterculus;0,012496937;0,617709045;0,617604544;0,019153865
Miniopterus_robustior;0,012462874;0,617686936;0,617582438;0,022422066
Miniopterus_mahafaliensis;0,012461281;0,617684346;0,617579848;0,017630304
Miniopterus_paululus;0,012460726;0,617692573;0,617588074;0,019321376
Miniopterus_griveaudi;0,01246072;0,617606478;0,617501993;0,019957176
Miniopterus_natalensis;0,012460633;0,617594815;0,617490332;0,018969273
Miniopterus_inflatus;0,012460636;0,617594815;0,617490332;0,022760635
Miniopterus_egeri;0,01246067;0,61760289;0,617498406;0,020631474
Miniopterus_brachytragos;0,01246067;0,61760289;0,617498406;0,023100645
Miniopterus_mossambicus;0,012460532;0,617532612;0,61742814;0,021511956
Miniopterus_schreibersii;0,012460301;0,617531807;0,617427336;0,02143744
Miniopterus_fuscus;0,012461109;0,617531807;0,617427336;0,023397908
Miniopterus_fuliginosus;0,012461108;0,617536314;0,617431841;0,022869988
Miniopterus_magnater;0,012431322;0,617547427;0,617442953;0,019919348
Miniopterus_australis;0,012431467;0,617547427;0,617442953;0,020198471
Miniopterus_medius;0,01243022;0,617555241;0,617450766;0,01866099
Miniopterus_macrocneme;0,012430701;0,617558475;0,617453999;0,014083744
Miniopterus_pusillus;0,012430744;0,617544072;0,617439598;0,015947864
Miniopterus_oceanensis;0,012430361;0,617552188;0,617447713;0,017041629
Miniopterus_tristis;0,01242948;0,617553023;0,617448548;0,018996628
Miniopterus_maghrebensis;0,01242949;0,617560716;0,61745624;0,018329161
Scoteanax_rueppellii;0,012421272;0,61757859;0,61747411;0,028620021
Mimetillus_moloneyi;0,012417816;0,617698803;0,617594303;0,022937605
Phoniscus_jagorii;0,01241732;0,617310427;0,617205993;0,017353078
Phoniscus_atrox;0,012418598;0,617314901;0,617210466;0,019355596
Phoniscus_papuensis;0,012418697;0,617335025;0,617230586;0,025264282
Phoniscus_aerosa;0,012419072;0,616962272;0,616857896;0,020556017
Cistugo_seabrae;0,012418895;0,61696375;0,616859375;0,016681888
Cistugo_lesueuri;0,012418825;0,616970457;0,616866081;0,02277447
Eudiscoderma_thongareeae;0,012418794;0,616987552;0,616883172;0,021682276
Eudiscopus_denticulus;0,01241978;0,616987552;0,616883172;0,021340479
Nycticeius_humeralis;0,012409675;0,617028961;0,616924575;0,020016582
Nycticeius_aenobarbus;0,012409313;0,617027666;0,61692328;0,018122926
Nycticeius_cubanus;0,012406218;0,617005947;0,616901565;0,017358025
Scotophilus_celebensis;0,012406502;0,616995904;0,616891523;0,023729347
Scotophilus_collinus;0,012406502;0,616761239;0,616656897;0,018766187
Scotophilus_kuhlii;0,012406377;0,61676958;0,616665237;0,016183504
Scotophilus_viridis;0,012406377;0,616757932;0,616653591;0,013629774
Scotophilus_nucella;0,012406486;0,616756857;0,616652516;0,018278578
Scotophilus_leucogaster;0,012406589;0,616757076;0,616652735;0,020663577
Scotophilus_heathii;0,0124059;0,6167999;0,616695552;0,020141389
Scotophilus_marovaza;0,012405987;0,616802483;0,616698135;0,017080618
Scotophilus_tandrefana;0,012405859;0,616793046;0,616688699;0,019844698
Scotophilus_nigrita;0,012403089;0,616793046;0,616688699;0,018021297
Scotophilus_robustus;0,012403204;0,616780111;0,616675766;0,018781039
Scotophilus_livingstonii;0,012400068;0,616951456;0,616847082;0,016704112
Scotophilus_borbonicus;0,012400095;0,616930458;0,616826088;0,014921535
Scotophilus_ejetai;0,012401573;0,616930869;0,616826499;0,01503625
Scotophilus_dinganii;0,012401823;0,616947735;0,616843362;0,020710472
Scotophilus_andrewreborii;0,012413992;0,616946896;0,616842524;0,025513428
Scotophilus_trujilloi;0,012414709;0,616968774;0,616864397;0,020796393
Scotophilus_nux;0,01241465;0,616959061;0,616854686;0,018816219
Corynorhinus_rafinesquii;0,01241464;0,616958999;0,616854624;0,024059424
Corynorhinus_townsendii;0,012414681;0,61653618;0,616431877;0,021690138
Corynorhinus_mexicanus;0,012409692;0,61653618;0,616431877;0,021123451
Euderma_maculatum;0,012409294;0,61653369;0,616429387;0,028258162
Plecotus_balensis;0,012409238;0,616475207;0,616370914;0,026913318
Plecotus_sacrimontis;0,012409238;0,616489273;0,616384977;0,019406202
Plecotus_christii;0,012409212;0,616484454;0,61638016;0,024440747
Plecotus_kolombatovici;0,012408728;0,616456965;0,616352675;0,025813981
Plecotus_teneriffae;0,012408708;0,616456965;0,616352675;0,012793601
Plecotus_austriacus;0,012408785;0,616405309;0,616301028;0,01534342
Idionycteris_phyllotis;0,012408685;0,616405309;0,616301028;0,013840722
Plecotus_auritus;0,012408551;0,616413462;0,61630918;0,025592757
Plecotus_ognevi;0,01240857;0,616412292;0,61630801;0,025291405
Plecotus_taivanus;0,012408461;0,61639805;0,61629377;0,023167685
Plecotus_sardus;0,012401423;0,616395896;0,616291616;0,02257212
Plecotus_macrobullaris;0,012402137;0,616386753;0,616282475;0,025988718
Barbastella_leucomelas;0,012402019;0,616405674;0,616301392;0,019462211
Barbastella_beijingensis;0,012402032;0,616405674;0,616301392;0,019309484
Barbastella_barbastellus;0,012407346;0,616405822;0,616301541;0,020192918
Rhogeessa_gracilis;0,012407337;0,616407642;0,61630336;0,018937043
Rhogeessa_alleni;0,012407325;0,616375063;0,616270787;0,021232246
Rhogeessa_mira;0,012407362;0,61633839;0,61623412;0,020755829
Rhogeessa_hussoni;0,012407041;0,616322717;0,61621845;0,02303556
Rhogeessa_parvula;0,012406941;0,616314337;0,616210071;0,021254799
Rhogeessa_menchuae;0,01240703;0,616310368;0,616206103;0,017929103
Rhogeessa_tumida;0,012407043;0,616312395;0,61620813;0,018526296
Rhogeessa_minutilla;0,012408678;0,616279672;0,616175412;0,019748959
Rhogeessa_aeneus;0,012408678;0,616265637;0,616161379;0,022138067
Rhogeessa_bickhami;0,012408654;0,61607363;0,615969405;0,019622172
Rhogeessa_io;0,012408591;0,61607363;0,615969405;0,024371097
Rhogeessa_genowaysi;0,012408648;0,616071459;0,615967234;0,024175133
Bauerus_dubiaquercus;0,012408799;0,616003917;0,615899704;0,023059427
Glauconycteris_machadoi;0,012408027;0,616001276;0,615897063;0,018612217
Pipistrellus_macrotis;0,012407112;0,616009553;0,615905339;0,022512045
Eptesicus_kobayashii;0,012407242;0,615816241;0,615712059;0,022216312
Antrozous_pallidus;0,012406673;0,615754688;0,615650517;0,020591562
Otonycteris_hemprichii;0,012406673;0,615755301;0,61565113;0,019581436
Lasiurus_egregius;0,012406711;0,615741383;0,615637215;0,020380786
Lasiurus_cinereus;0,01240691;0,615738945;0,615634777;0,022556981
Lasiurus_insularis;0,012406944;0,615600583;0,615496438;0,0212531
Lasiurus_borealis;0,012406438;0,61559628;0,615492136;0,02071782
Lasiurus_seminolus;0,01240722;0,615590721;0,615486578;0,020662168
Lasiurus_minor;0,012407144;0,615590295;0,615486151;0,017800956
Lasiurus_blossevillii;0,012407111;0,615595236;0,615491092;0,018601438
Lasiurus_atratus;0,012399584;0,615597784;0,61549364;0,019411267
Lasiurus_castaneus;0,012399914;0,615593593;0,615489449;0,02094262
Lasiurus_varius;0,012400402;0,615593593;0,615489449;0,021632315
Lasiurus_intermedius;0,012399609;0,615628914;0,615524765;0,01835193
Lasiurus_degelidus;0,012399609;0,615624059;0,615519911;0,014444237
Lasiurus_ebenus;0,012400132;0,615624059;0,615519911;0,016833002
Lasiurus_pfeifferi;0,012399612;0,615660414;0,615556259;0,016059956
Lasiurus_xanthinus;0,012399612;0,615669117;0,615564961;0,018422207
Lasiurus_ega;0,012399806;0,615765265;0,615661092;0,021271761
Parastrellus_hesperus;0,012399806;0,615757703;0,615653531;0,020634373
Pipistrellus_permixtus;0,01240086;0,615732713;0,615628546;0,019775808
Pipistrellus_subflavus;0,012400534;0,615584659;0,615480517;0,017957162
Pipistrellus_nanulus;0,012400962;0,6155811;0,615476958;0,017690963
Pipistrellus_nathusii;0,01240184;0,615580997;0,615476855;0,016139442
Eptesicus_guadeloupensis;0,012401729;0,615583269;0,615479127;0,012638807
Pipistrellus_pygmaeus;0,012401745;0,615588536;0,615484393;0,016066416
Eptesicus_japonensis;0,012401762;0,615600844;0,615496699;0,018752192
Pipistrellus_hanaki;0,012402378;0,615579259;0,615475118;0,018505028
Eptesicus_platyops;0,012402213;0,615540261;0,615436126;0,014777551
Pipistrellus_pipistrellus;0,012402213;0,615538688;0,615434554;0,016026754
Hesperoptenus_gaskelli;0,012402797;0,615538688;0,615434554;0,01946824
Pipistrellus_hesperidus;0,012402773;0,615534064;0,61542993;0,014991527
Pipistrellus_vordermanni;0,012402746;0,615515574;0,615411443;0,01720973
Pipistrellus_musciculus;0,012403601;0,6155135;0,61540937;0,019239518
Pipistrellus_kuhlii;0,012418715;0,615514297;0,615410166;0,019158036
Eptesicus_andinus;0,012418715;0,615513881;0,615409751;0,018557176
Pipistrellus_maderensis;0,012418813;0,615514559;0,615410429;0,019695071
Pipistrellus_deserti;0,012418813;0,615514559;0,615410429;0,02367066
Pipistrellus_coromandra;0,012410287;0,615522433;0,615418302;0,024932417
Pipistrellus_tenuis;0,012410297;0,615526023;0,61542189;0,027864508
Pipistrellus_collinus;0,012411544;0,615526023;0,61542189;0,014610741
Pipistrellus_javanicus;0,012411544;0,615536369;0,615432234;0,019748619
Pipistrellus_paterculus;0,012411545;0,615524897;0,615420764;0,020035387
Pipistrellus_abramus;0,012411545;0,615518864;0,615414733;0,016579591
Pipistrellus_ceylonicus;0,012409502;0,615520884;0,615416753;0,019643006
Pipistrellus_stenopterus;0,012409502;0,615521075;0,615416944;0,019983495
Eptesicus_floweri;0,012409419;0,615511151;0,615407021;0,01681372
Glischropus_aquilus;0,012401345;0,615511151;0,615407021;0,014460803
Glischropus_bucephalus;0,012409399;0,615650883;0,61554673;0,019736614
Glischropus_tylopus;0,012409698;0,615718622;0,615614457;0,017507405
Glischropus_javanus;0,012411198;0,615718622;0,615614457;0,02223998
Nyctalus_plancyi;0,01241104;0,615696123;0,615591962;0,022520167
Nyctalus_montanus;0,012412001;0,615665732;0,615561576;0,023189044
Nyctalus_furvus;0,012411911;0,615628057;0,615523908;0,013619797
Nyctalus_lasiopterus;0,012411825;0,615627447;0,615523297;0,011930938
Nyctalus_aviator;0,012411806;0,615621216;0,615517067;0,016494703
Nyctalus_noctula;0,012413913;0,615619788;0,61551564;0,019702923
Nyctalus_leisleri;0,012413323;0,615619775;0,615515627;0,017025488
Nyctalus_azoreum;0,012413699;0,615619132;0,615514984;0,020403262
Pipistrellus_lophurus;0,012413683;0,615619509;0,615515361;0,019050815
Scotoecus_hirundo;0,012416048;0,61599853;0,615894318;0,018496864
Scotoecus_pallidus;0,012416048;0,615994043;0,615889831;0,015984393
Scotoecus_albofuscus;0,012417782;0,615800864;0,615696686;0,021938432
Pipistrellus_papuanus;0,012417775;0,615800163;0,615695984;0,020423653
Pipistrellus_rueppellii;0,012416999;0,615802759;0,61569858;0,024505337
Vespertilio_sinensis;0,012416954;0,615804321;0,615700141;0,016856068
Vespertilio_murinus;0,012416999;0,61581225;0,61570807;0,017287237
Glauconycteris_humeralis;0,012417149;0,615787119;0,615682943;0,024224
Tylonycteris_robustula;0,012417347;0,615818212;0,61571403;0,01865608
Tylonycteris_pygmaeus;0,012419595;0,615817234;0,615713052;0,017334224
Tylonycteris_pachypus;0,012419885;0,615818457;0,615714275;0,02026073
Arielulus_societatis;0,012420374;0,615943221;0,615839018;0,016768056
Eptesicus_dimissus;0,012423291;0,616047844;0,615943623;0,02230001
Glauconycteris_superba;0,012423491;0,615987759;0,615883549;0,016199659
Philetor_brachypterus;0,012423437;0,615986008;0,615881798;0,01145182
Pipistrellus_anthonyi;0,012425737;0,615985773;0,615881563;0,014150596
Glauconycteris_kenyacola;0,012421285;0,61599226;0,615888049;0,011720755
Pipistrellus_crassulus;0,012421261;0,615989146;0,615884936;0,016592464
Pipistrellus_eisentrauti;0,01242133;0,615989146;0,615884936;0,016634676
Arielulus_torquatus;0,012421238;0,615982523;0,615878314;0,013882677
Nycticeinops_schlieffeni;0,012422486;0,615974361;0,615870153;0,01935156
Pipistrellus_imbricatus;0,012422127;0,61598631;0,6158821;0,018738913
Pipistrellus_angulatus;0,012422122;0,615987212;0,615883001;0,016388861
Vespadelus_douglasorum;0,012422123;0,615987944;0,615883734;0,020719115
Vespadelus_troughtoni;0,012422199;0,615998188;0,615893976;0,018924868
Vespadelus_pumilus;0,012422199;0,616451127;0,616346838;0,017240533
Vespadelus_regulus;0,01242193;0,616450188;0,616345899;0,016092411
Vespadelus_darlingtoni;0,012421894;0,616449663;0,616345374;0,021916384
Vespadelus_baverstocki;0,012449837;0,617479604;0,617375141;0,021557343
Vespadelus_caurinus;0,012449957;0,617479604;0,617375141;0,014673407
Vespadelus_vulturnus;0,012445253;0,617573646;0,617469168;0,016583589
Vespadelus_finlaysoni;0,012447253;0,617573646;0,617469168;0,021253147
Chalinolobus_morio;0,01244724;0,617597314;0,617492831;0,023104452
Pipistrellus_endoi;0,012447174;0,617601608;0,617497125;0,026373975
Chalinolobus_gouldii;0,012447153;0,617632065;0,617527576;0,020975266
Pipistrellus_inexspectatus;0,012447362;0,61761532;0,617510834;0,024609938
Neoromicia_malagasyensis;0,012447534;0,617580487;0,617476008;0,025134768
Neoromicia_robertsi;0,012447599;0,61757981;0,617475331;0,01939628
Neoromicia_matroka;0,012447599;0,617578727;0,617474247;0,018115598
Neoromicia_capensis;0,012447205;0,618179329;0,618074748;0,018503429
Laephotis_namibensis;0,012447086;0,618228424;0,618123835;0,020338224
Laephotis_angolensis;0,012447155;0,61822915;0,61812456;0,020287458
Laephotis_wintoni;0,012447114;0,618262683;0,618158088;0,021412495
Laephotis_botswanae;0,012447157;0,617702207;0,617597707;0,026910053
Hypsugo_anchietae;0,012447526;0,617520361;0,617415892;0,022684236
Hypsugo_lanzai;0,012447498;0,617511565;0,617407097;0,019368456
Hypsugo_dolichodon;0,012446204;0,617411184;0,617306733;0,020752333
Hypsugo_bemainty;0,012446528;0,617404239;0,617299789;0,026308837
Neoromicia_flavescens;0,012446469;0,617404239;0,617299789;0,026834996
Neoromicia_somalica;0,012446385;0,61742038;0,617315928;0,025879455
Neoromicia_zuluensis;0,012446006;0,617399338;0,617294889;0,027929139
Neoromicia_guineensis;0,012445955;0,617389858;0,617285411;0,019904924
Neoromicia_roseveari;0,012445955;0,617388841;0,617284393;0,019217197
Neoromicia_brunnea;0,012440797;0,617386573;0,617282126;0,022119255
Neoromicia_rendalli;0,012440718;0,617387349;0,617282902;0,016161529
Neoromicia_melckorum;0,012439798;0,617429594;0,61732514;0,012597117
Neoromicia_tenuipinnis;0,012443121;0,617428689;0,617324235;0,013627565
Neoromicia_nana;0,012443164;0,617428153;0,617323699;0,020168511
Neoromicia_helios;0,012443164;0,617429287;0,617324833;0,020674921
Chalinolobus_tuberculatus;0,012443471;0,617407658;0,617303207;0,02722089
Glauconycteris_gleni;0,012443471;0,617399788;0,617295339;0,0270495
Chalinolobus_nigrogriseus;0,012444039;0,61754738;0,617442906;0,028724997
Pipistrellus_pulveratus;0,012444757;0,617539137;0,617434664;0,023247329
Falsistrellus_mordax;0,012444772;0,617537031;0,617432559;0,024685356
Falsistrellus_mackenziei;0,01244438;0,617544593;0,617440119;0,026716714
Falsistrellus_tasmaniensis;0,012444293;0,617544593;0,617440119;0,021602848
Falsistrellus_petersi;0,012444204;0,617558189;0,617453712;0,021260793
Falsistrellus_affinis;0,012445025;0,617571282;0,617466804;0,026473753
Pipistrellus_savii;0,012444934;0,6179508;0,617846257;0,025390304
Pipistrellus_murrayi;0,012436699;0,617955011;0,617850467;0,028112063
Arielulus_cuprosus;0,012436618;0,617927759;0,617823221;0,015569867
Pipistrellus_alaschanicus;0,012436729;0,617927767;0,617823229;0,019657557
Nyctophilus_timoriensis;0,012436641;0,617917485;0,617812949;0,026207613
Nyctophilus_howensis;0,012436681;0,617911257;0,617806721;0,022286828
Nyctophilus_corbeni;0,012438051;0,617914562;0,617810026;0,018858466
Nyctophilus_microdon;0,012435767;0,617962235;0,617857691;0,024141566
Nyctophilus_microtis;0,012436052;0,617957024;0,61785248;0,022189149
Nyctophilus_shirleyae;0,012436332;0,617941122;0,617836581;0,024850712
Nyctophilus_geoffroyi;0,012436262;0,617952994;0,617848451;0,021744417
Nyctophilus_heran;0,012436064;0,61798776;0,617883211;0,020601151
