"";"Rb";"AV";"FV";"NN"
"Tyrannus vociferans";0,007937214040708;0,454576601350467;0,45453111184768;0
"Tyrannus crassirostris";0,00809126128158629;0,469043112115935;0,468996174948706;0
"Tyrannus verticalis";0,00778315862826225;0,440062584057767;0,440018546973403;0
"Tyrannus forficatus";0,00806847525029469;0,481225218863078;0,48117706263183;0
"Tyrannus savana";0,00821192125748127;0,48644943307708;0,486400754058459;0
"Tyrannus tyrannus";0,00786481170217207;0,453822372610757;0,453776958583677;0
"Tyrannus dominicensis";0,0084277185089006;0,506558703279739;0,506508011925463;0
"Tyrannus caudifasciatus";0,00838640431512778;0,491734988808008;0,491685780863566;0
"Tyrannus cubensis";0,00872636158770504;0,534274898349967;0,534221433434691;0
"Empidonomus varius";0,00867418691796249;0,52998931133464;0,529936275278267;0
"Empidonomus aurantioatrocristatus";0,00790768392355105;0,455710577770062;0,455664974790199;0
"Tyrannopsis sulphurea";0,00790768392355105;0,455710577770062;0,455664974790199;0
"Megarynchus pitangua";0,00793762248015644;0,45865031833187;0,458604421172025;0
"Conopias albovittatus";0,00790768392355105;0,455710577770062;0,455664974790199;0
"Conopias parvus";0,00778315862826225;0,440062584057767;0,440018546973403;0
"Conopias trivirgatus";0,00778405546762354;0,435284689782548;0,435241130822297;0
"Conopias cinchoneti";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Myiodynastes hemichrysus";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Myiodynastes chrysocephalus";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Myiodynastes bairdii";0,0100052278225299;0,646325549110043;0,646260871280652;0
"Myiodynastes maculatus";0,00994173953782965;0,62873234986263;0,62866943258555;0
"Myiodynastes luteiventris";0,00908099791584576;0,576179308147401;0,576121649855782;0
"Myiozetetes cayanensis";0,00821192125748128;0,48644943307708;0,486400754058459;0
"Myiozetetes similis";0,00918097195122872;0,58134972929637;0,581291553600454;0,14448588357974
"Myiozetetes granadensis";0,00806847525029469;0,481225218863078;0,48117706263183;0
"Myiozetetes luteiventris";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Legatus leucophaius";0,0107572381875968;0,708438065576323;0,708367172144363;0
"Pitangus lictor";0,00778405546762354;0,435284689782548;0,435241130822297;0
"Pitangus sulphuratus";0,00915099241034851;0,572238995017803;0,572181731033512;0,153596152489235
