"";"Rb_median";"AV_median";"FV_median";"NNmed"
"1";0,0725779440868297;0,713085173533626;0,709428326489864;NA
"2";0,0725218491704012;0,712537764514774;0,70888372469675;NA
"3";0,0724541297100303;0,711877171823059;0,708226519659864;NA
"4";0,0724541297928745;0,711877172650994;0,708226520483553;NA
"5";0,0727958315016724;0,715214071808394;0,711546307337582;NA
"6";0,0725241857267108;0,712563330401765;0,708909159476628;NA
"7";0,0725241857267107;0,712563330401765;0,708909159476628;NA
"8";0,0727817555221559;0,715076704645183;0,711409644621362;NA
"9";0,0727472019707083;0,714687792319358;0,71102272671772;NA
"10";0,0727472021344013;0,714687793960184;0,711022728350132;NA
"11";0,0723520578439155;0,71081932187666;0,707174094584985;NA
"12";0,0722950988778414;0,710261893077175;0,706619524394728;NA
"13";0,0722950987102546;0,710261891400073;0,706619522726227;NA
"14";0,0723435069133073;0,710735668354382;0,707090870055128;NA
"15";0,0723435069133073;0,710735668354382;0,707090870055128;NA
"16";0,0723435069133073;0,710735668354382;0,707090870055128;NA
"17";0,0723435069133073;0,710735668354382;0,707090870055128;NA
"18";0,0723435069133073;0,710735668354382;0,707090870055128;NA
"19";0,0724818429436695;0,712089288101508;0,708437548162525;NA
"20";0,0723153499090286;0,710460343546909;0,706816957169746;NA
"21";0,0723153499090286;0,710460343546909;0,706816957169746;NA
"22";0,0724523541094067;0,711800498987692;0,708150240018524;NA
"23";0,0708253924165759;0,695175731341105;0,691610727590638;NA
"24";0,0708253923251583;0,695175730425383;0,691610726679612;NA
"25";0,0708383252397249;0,695304856314828;0,691739190385008;NA
"26";0,0708383254225258;0,695304858146271;0,69173919220706;NA
"27";0,070387676767932;0,690775551568196;0,687233112842205;NA
"28";0,0703876762047089;0,690775545938262;0,687233107241143;NA
"29";0,0704102162389519;0,691001545141681;0,687457947474288;NA
"30";0,0704102162389519;0,691001545141681;0,687457947474288;NA
"31";0,0707746888498887;0,69466574486817;0,691103356432949;NA
"32";0,0707746891245956;0,69466574761858;0,691103359169254;NA
"33";0,0686125317171451;0,672378307864805;0,668930213978318;NA
"34";0,0686125317171451;0,672378307864805;0,668930213978318;NA
"35";0,0686271257628582;0,672528244085207;0,669079381295026;NA
"36";0,0686275656747152;0,672532763636088;0,669083877668724;NA
"37";0,0686739353329986;0,673009777596748;0,669558445403944;NA
"38";0,0686739354391841;0,67300977866079;0,66955844646253;NA
"39";0,0689361310571466;0,675705420672482;0,672240264669033;NA
"40";0,068971499454583;0,676072709606248;0,672605670069806;NA
"41";0,068971499454583;0,676072709606248;0,672605670069806;NA
"42";0,0690433817988343;0,676808372154474;0,67333755998958;NA
"43";0,0691168015034105;0,677562323128031;0,674087644547887;NA
"44";0,0691573760632835;0,677978829469892;0,67450201495979;NA
"45";0,0691654459947857;0,678061632478305;0,674584393337391;NA
"46";0,0691655783173096;0,678062989574818;0,674585743474434;NA
"47";0,0699211967500382;0,68581654182444;0,682299533917648;NA
"48";0,0700603915063645;0,68725610382814;0,683731713552098;NA
"49";0,0700603915063645;0,68725610382814;0,683731713552098;NA
"50";0,0724585585237934;0,711956875563005;0,708305814662682;NA
"51";0,0724097454152942;0,711480982993406;0,707832362567799;NA
"52";0,0724097454983193;0,711480983822182;0,707832363392325;NA
"53";0,0725082643397919;0,712446891940974;0,708793318136149;NA
"54";0,0725082643397919;0,712446891940974;0,708793318136149;NA
"55";0,0726258495354584;0,713595842654039;0,709936376794274;NA
"56";0,0725118168516017;0,712482200258141;0,708828445385022;NA
"57";0,0724365334138515;0,71174747754184;0,708097490477523;NA
"58";0,0724365332479126;0,711747475883715;0,708097488827901;NA
"59";0,0725663949625129;0,713016151459157;0,709359658374751;NA
"60";0,0725663949625129;0,713016151459158;0,709359658374752;NA
"61";0,0725722609883218;0,713073321806264;0,709416535540591;NA
"62";0,07225041663828;0,709908146977807;0,706267592377921;NA
"63";0,07225041663828;0,709908146977807;0,706267592377921;NA
"64";0,0722637113448905;0,710037893739471;0,706396673771576;NA
"65";0,0723963434432021;0,711343397369069;0,707695482510766;NA
"66";0,0723671368029125;0,711058298958839;0,707411846143666;NA
"67";0,0723671368029125;0,711058298958839;0,707411846143666;NA
"68";0,0723689572591078;0,711076066089051;0,70742952216039;NA
"69";0,0727636060687583;0,714937510266105;0,711271164059612;NA
"70";0,0727636060687583;0,714937510266105;0,711271164059612;NA
"71";0,0734184796823438;0,721405879352309;0,717706362022297;NA
"72";0,0729673020280686;0,717028692799991;0,713351622580504;NA
"73";0,0729500202477147;0,716861548772927;0,713185335702296;NA
"74";0,0729500203964214;0,716861550257612;0,713185337179368;NA
"75";0,0702672397165217;0,689020840871184;0,685487400661588;NA
"76";0,0702417531039833;0,688765078240113;0,685232949633753;NA
"77";0,0702417531039833;0,688765078240113;0,685232949633753;NA
"78";0,0702527481264918;0,688875408750052;0,685342714346206;NA
"79";0,0708974112926452;0,695363641867111;0,691797674472921;NA
"80";0,0701051115180685;0,68736140012681;0,683836469869749;NA
"81";0,0701051119932925;0,687361404893934;0,683836474612427;NA
"82";0,0701396981168236;0,68770980902383;0,684183092054477;NA
"83";0,0701815881011056;0,688131914834884;0,684603033220346;NA
"84";0,0701199932884632;0,687511472204105;0,683985772346648;NA
"85";0,0701200199748312;0,687511739797758;0,683986038568026;NA
"86";0,070202911044929;0,688346817179467;0,684816833501623;NA
"87";0,069986921901675;0,686166348389146;0,682647546602535;NA
"88";0,0699869219970118;0,686166349344064;0,682647547552556;NA
"89";0,0700870350323002;0,687176007862803;0,683652028335302;NA
