"";"ED_median";"ES_median"
"Crocidura_glassi";4,04093078229539;3,29148234058222
"Crocidura_thalia";4,2692551920452;3,50315516884741
"Crocidura_baileyi";4,32741958568531;3,85703265209631
"Crocidura_arabica";4,60620664633963;4,04000800452942
"Crocidura_niobe";4,26919329158934;3,62006097945877
"Crocidura_zimmermanni";4,06712356648665;3,55063301687326
"Crocidura_canariensis";4,38964191680248;3,88507017000335
"Crocidura_tarfayensis";4,48128766197317;4,16415098599828
"Crocidura_sicula";4,99152387141574;4,71086391720859
"Crocidura_zimmeri";6,32589354604246;6,369178849584
"Crocidura_leucodon";5,32682688869956;5,27628747801684
"Crocidura_obscurior";5,17796214404261;5,16998435210895
"Crocidura_sapaensis";5,20640544377543;4,64537185080827
"Crocidura_whitakeri";5,49575488163243;5,88130840938069
"Crocidura_pasha";5,39272334391467;5,51968628443894
"Diplomesodon_pulchellum";5,49278211034223;4,72259397726448
"Crocidura_horsfieldii";5,38886538401168;4,54359922844686
"Crocidura_fingui";5,19709963664074;4,28105903591472
"Crocidura_manengubae";5,95245155850227;5,3106711903377
"Crocidura_miya";6,4015071789711;5,75903667641197
"Crocidura_pergrisea";8,73426848233501;9,46394991550664
"Crocidura_hikmiya";8,36531722734538;8,32145005620059
"Crocidura_planiceps";7,20854096679612;6,44519997740208
"Crocidura_sokolovi";8,32098510303862;6,36604026737206
"Crocidura_trichura";7,97153625018998;6,43854942955091
"Crocidura_neglecta";8,15167127641855;7,14858555134089
"Crocidura_rapax";8,42594119339948;8,36489328111153
"Crocidura_lasiura";6,35028157858048;5,62970589041281
"Crocidura_dsinezumi";5,51829828629664;3,69652424062932
"Crocidura_fischeri";5,33759434501734;3,6508133611114
"Crocidura_raineyi";5,57855920167064;3,38522791143573
"Crocidura_phuquocensis";5,42738714849861;3,46943973012452
"Crocidura_fuliginosa";5,05765627829029;3,5353729842416
"Crocidura_indochinensis";5,2905302116021;3,79399986400691
"Crocidura_wuchihensis";5,92488781957199;5,45922478651774
"Crocidura_tanakae";6,50121376706883;6,51369597018981
"Crocidura_zaitsevi";6,2147568194971;6,05284074063898
"Crocidura_attenuata";6,71170210493733;6,60104033536959
"Crocidura_monticola";7,31809642892871;7,74384108204391
"Crocidura_watasei";6,02654641597224;5,18840280095439
"Crocidura_jacksoni";6,05566496569687;4,23749912071095
"Crocidura_armenica";5,93800743048656;3,99278227000716
"Crocidura_paradoxura";6,01869561440556;4,06488100073607
"Crocidura_lwiroensis";6,08798632105556;4,19796647758121
"Crocidura_susiana";6,39457414596468;5,58496319226004
"Crocidura_bottegoides";8,89339926090284;11,6932495967063
"Crocidura_negligens";8,37053614059213;6,07367087383311
"Crocidura_lucina";7,90801553087781;5,56858120889999
"Crocidura_maquassiensis";7,194820786361;6,30202240724734
"Crocidura_ansellorum";7,20303342601822;9,30451259467822
"Crocidura_malayana";6,49967220884852;7,15695750859885
"Crocidura_yankariensis";5,76665188592112;6,11729023121889
"Crocidura_abscondita";6,21953030305644;6,45387542766117
"Crocidura_jenkinsi";7,72895964550535;8,06581029782069
"Crocidura_virgata";6,05236101378858;6,24931396681094
