"";"ED";"ES"
"Nestor meridionalis";0,10452753839518;0,113868350616406
"Micropsitta keiensis";0,0122567316156848;0,0111159043229477
"Micropsitta geelvinkiana";0,0122567316156848;0,0222318086458954
"Micropsitta pusio";0,0132578820273236;0,00642452938143546
"Micropsitta meeki";0,00363100858033553;2,17107506307573e-05
"Micropsitta finschii";0,00667937409142712;8,17498815660651e-05
"Micropsitta bruijnii";0,0321550556023544;0,0227557764596527
"Cyclopsitta gulielmitertii";0,0812484613412044;0,0768274154622813
"Cyclopsitta diophthalma";0,112622976460267;0,107779278593995
"Psittaculirostris desmarestii";0,00840072496545198;0,000140917373288269
"Psittaculirostris edwardsii";0,000599089247982182;1,77984043534229e-76
"Psittaculirostris salvadorii";0,0132993531670631;0,00208674209691617
"Bolbopsittacus lunulatus";0,000599089247982182;3,55968087068458e-76
"Psittinus cyanurus";0,00257374360532869;2,22974996172394e-21
"Psittacella brehmii";0,0291961525380103;0,0228568804382068
"Psittacella picta";0,00257374360532869;4,45949992344788e-21
"Psittacella modesta";0,00257374360532869;8,91899984689575e-21
"Psittacella madaraszi";0,0297881814249148;0,0228079067782455
"Geoffroyus geoffroyi";0,00783610793348634;4,46423446058727e-05
"Geoffroyus simplex";0,0523345133605721;0,0539207419708289
"Geoffroyus heteroclitus";0,00426481190335404;0,00021807637864009
"Prioniturus montanus";0,000599089247982182;7,11936174136916e-76
"Prioniturus waterstradti";0,00747658977904152;7,01493162814998e-05
"Prioniturus platenae";0,000599089247982182;1,42387234827383e-75
"Prioniturus luconensis";0,0151164255023494;0,00764686119774452
"Prioniturus discurus";0,000599089247982182;2,84774469654766e-75
"Prioniturus verticalis";0,00747658977904152;7,01493162814998e-05
"Prioniturus flavicans";0,00747658977904152;0,000140298632563
"Prioniturus platurus";0,00840072496545198;0,000281834746576537
"Prioniturus mada";0,00747658977904152;0,000280597265125999
"Tanygnathus megalorynchos";0,000599089247982182;5,69548939309533e-75
"Tanygnathus lucionensis";0,00257374360532869;1,78379996937915e-20
"Tanygnathus sumatranus";0,000599089247982182;1,13909787861907e-74
"Tanygnathus gramineus";0,00625396623991567;1,49352757768448e-05
"Eclectus roratus";0,0049532659815852;1,08685394222426e-08
"Psittrichas fulgidus";0,0159753556106048;0,0407453420244607
"Prosopeia splendens";0,0455618692537988;0,0482524891140901
"Prosopeia personata";0,00758990597188241;0,0149826036385262
"Prosopeia tabuensis";0,00120180317459104;5,41876769453515e-15
"Alisterus scapularis";0,0291961525380103;0,0228568804382068
"Alisterus amboinensis";0,0049532659815852;2,17370788444852e-08
"Alisterus chloropterus";0,00257374360532869;3,5675999387583e-20
"Aprosmictus jonquillaceus";0,0577410757716897;0,0718900547360195
"Aprosmictus erythropterus";0,0577410757716897;0,0718900547360195
"Polytelis swainsonii";0,0297881814249148;0,0228079067782455
"Polytelis anthopeplus";0,00524227830151239;8,71920793083452e-08
"Polytelis alexandrae";0,0064991223090346;1,61617556222758e-05
"Purpureicephalus spurius";0,0867311663665541;0,094777463177047
"Barnardius zonarius";0,0469267647069982;0,0406624325648399
"Platycercus caledonicus";0,0216178757593208;0,0053120134511427
"Platycercus elegans";0,00451726256018838;2,72475247838578e-09
"Platycercus venustus";0,0821870816369265;0,0890697429882758
"Platycercus adscitus";0,00524227830151239;1,7438415861669e-07
"Platycercus eximius";0,00451726256018838;5,44950495677157e-09
"Platycercus icterotis";0,00524227830151239;3,48768317233381e-07
"Northiella haematogaster";0,00451726256018838;1,08990099135431e-08
"Psephotus haematonotus";0,00524227830151239;6,97536634466761e-07
"Psephotus varius";0,000989063227612403;7,11190211235946e-54
"Psephotus dissimilis";0,000989063227612403;1,42238042247189e-53
"Psephotus chrysopterygius";0,0064991223090346;3,23235112445516e-05
"Cyanoramphus unicolor";0,0567299480911574;0,0627868963749917
"Cyanoramphus novaezelandiae";0,00451726256018838;2,17980198270863e-08
"Cyanoramphus auriceps";0,0064991223090346;6,46470224891033e-05
"Eunymphicus cornutus";0,0128214538645466;0,000588567711823064
"Neopsephotus bourkii";0,0064991223090346;0,000129294044978207
"Neophema chrysostoma";0,000989063227612403;2,84476084494378e-53
"Neophema elegans";0,000989063227612403;5,68952168988757e-53
"Neophema petrophila";0,000989063227612403;1,13790433797751e-52
"Neophema chrysogaster";0,000989063227612403;2,27580867595503e-52
"Neophema pulchella";0,00524227830151239;1,39507326893352e-06
"Neophema splendida";0,000989063227612403;4,55161735191005e-52
"Lathamus discolor";0,0037180199492097;2,43546887159426e-07
"Melopsittacus undulatus";0,000989063227612403;9,10323470382011e-52
"Pezoporus wallicus";0,0178672254076973;0,0051982564357761
"Pezoporus occidentalis";0,000989063227612403;1,82064694076402e-51
"Strigops habroptila";0,0913036816539481;0,0932285417187312
"Coracopsis vasa";0,00840072496545198;0,000563669493153075
"Coracopsis nigra";0,0124893572756789;0,000681536862680224
"Psittacus erithacus";0,00257374360532869;7,1351998775166e-20
"Poicephalus robustus";0,154374607005179;0,179801023553351
"Poicephalus gulielmi";0,042322675968168;0,0456158135564909
"Poicephalus senegalus";0,0049532659815852;4,34741576889704e-08
"Poicephalus crassus";0,000989063227612403;3,64129388152804e-51
"Poicephalus meyeri";0,00451726256018838;4,35960396541726e-08
"Poicephalus flavifrons";0,000599089247982182;2,27819575723813e-74
"Poicephalus rufiventris";0,00257374360532869;1,42703997550332e-19
"Poicephalus cryptoxanthus";0,00524227830151239;2,79014653786704e-06
"Poicephalus rueppellii";0,124840000839998;0,12639369425995
"Agapornis canus";0,00257374360532869;2,85407995100664e-19
"Agapornis pullarius";0,0132993531670631;0,00417348419383234
"Agapornis taranta";0,00257374360532869;5,70815990201328e-19
"Agapornis swindernianus";0,00598245260025303;6,91860486683174e-07
"Agapornis roseicollis";0,0064991223090346;0,000258588089956413
"Agapornis fischeri";0,00855663417379526;0,000113472597078737
"Agapornis personatus";0,000989063227612403;7,28258776305609e-51
"Agapornis lilianae";0,00524227830151239;5,58029307573409e-06
"Agapornis nigrigenis";0,00979470890089;0,000842511593294202
"Loriculus vernalis";0,107157103327268;0,123729072977079
"Loriculus beryllinus";0,124929219231141;0,126482912651093
"Loriculus philippensis";0,0312903567712689;0,0272550492958785
"Loriculus galgulus";0,0112706096617629;0,00224057495517919
"Loriculus stigmatus";0,0312903567712689;0,0545100985917571
"Loriculus amabilis";0,000599089247982182;4,55639151447626e-74
"Loriculus catamene";0,0490609059194593;0,0304961024871657
"Loriculus aurantiifrons";0,0198470924185665;0,018834166778338
"Loriculus tener";0,0490609059194593;0,0304961024871657
"Loriculus exilis";0,0455645850284756;0,0603955102416916
"Loriculus pusillus";0,0112706096617629;0,00448114991035839
"Loriculus flosculus";0,000599089247982182;9,11278302895253e-74
"Psittacula eupatria";0,112622976460267;0,107779278593995
"Psittacula krameri";0,0262824514433148;0,0218091796057672
"Psittacula eques";0,0064991223090346;0,000517176179912826
"Psittacula himalayana";0,0049532659815852;8,69483153779408e-08
"Psittacula finschii";0,00783610793348634;8,92846892117454e-05
"Psittacula cyanocephala";0,00625396623991567;2,98705515536895e-05
"Psittacula roseata";0,0262824514433148;0,0218091796057672
"Psittacula columboides";0,047047177961582;0,0473630921466693
"Psittacula calthropae";0,115760504716036;0,130456902693404
"Psittacula derbiana";0,00257374360532869;1,14163198040266e-18
"Psittacula alexandri";0,0112706096617629;0,00896229982071677
"Psittacula caniceps";0,000599089247982182;1,82255660579051e-73
"Psittacula longicauda";0,00257374360532869;2,28326396080531e-18
"Anodorhynchus hyacinthinus";0,000599089247982182;3,64511321158101e-73
"Anodorhynchus leari";0,00747658977904152;0,000561194530251998
"Cyanopsitta spixii";0,00257374360532869;4,56652792161063e-18
"Ara ararauna";0,0291961525380103;0,0457137608764137
"Ara glaucogularis";0,000599089247982182;7,29022642316202e-73
"Ara militaris";0,000599089247982182;1,4580452846324e-72
"Ara ambiguus";0,00257374360532869;9,13305584322125e-18
"Ara macao";0,124840000839998;0,12639369425995
"Ara chloropterus";0,0049532659815852;1,73896630755882e-07
"Ara rubrogenys";0,0583807608617966;0,0661985510288417
"Ara severus";0,0297881814249148;0,0456158135564909
"Orthopsittaca manilata";0,000599089247982182;2,91609056926481e-72
"Primolius couloni";0,0177954643519419;0,0180374237808984
"Primolius maracana";0,000989063227612403;1,45651755261122e-50
"Primolius auricollis";0,00257374360532869;1,82661116864425e-17
"Diopsittaca nobilis";0,00257374360532869;3,6532223372885e-17
"Aratinga acuticaudata";0,00257374360532869;7,306444674577e-17
"Guaruba guarouba";0,0612307060459041;0,0716983985657342
"Aratinga holochlora";0,00257374360532869;1,4612889349154e-16
"Aratinga brevipes";0,00840072496545198;0,00112733898630615
"Aratinga rubritorquis";0,000599089247982182;5,83218113852962e-72
"Aratinga wagleri";0,000989063227612403;2,91303510522244e-50
"Aratinga mitrata";0,00257374360532869;2,9225778698308e-16
"Aratinga erythrogenys";0,00853663497454208;5,68489658212554e-05
"Aratinga finschi";0,0175521907852372;0,0071197370542404
"Aratinga leucophthalma";0,00451726256018838;8,71920793083451e-08
"Aratinga euops";0,000599089247982182;1,16643622770592e-71
"Aratinga chloroptera";0,00840072496545198;0,0022546779726123
"Aratinga solstitialis";0,000599089247982182;2,33287245541185e-71
"Aratinga jandaya";0,00625396623991567;5,9741103107379e-05
"Aratinga auricapillus";0,00257374360532869;5,8451557396616e-16
"Aratinga weddellii";0,00853663497454208;0,000113697931642511
"Aratinga nana";0,00853663497454208;0,000227395863285022
"Aratinga canicularis";0,00257374360532869;1,16903114793232e-15
"Aratinga aurea";0,00451726256018838;1,7438415861669e-07
"Aratinga pertinax";0,0136547699692364;0,00335175896770138
"Aratinga cactorum";0,0104955313106108;0,00468392589936745
"Nandayus nenday";0,00783610793348634;0,000178569378423491
"Leptosittaca branickii";0,0230868818938314;0,0181118562118129
"Ognorhynchus icterotis";0,0230868818938314;0,0181118562118129
"Rhynchopsitta pachyrhyncha";0,00855663417379526;0,000113472597078737
"Rhynchopsitta terrisi";0,0812484613412044;0,0768274154622813
"Cyanoliseus patagonus";0,00524227830151239;1,11605861514682e-05
"Pyrrhura cruentata";0,00257374360532869;2,33806229586464e-15
"Pyrrhura devillei";0,00257374360532869;4,67612459172928e-15
"Pyrrhura frontalis";0,00451726256018838;3,4876831723338e-07
"Pyrrhura lepida";0,000599089247982182;4,66574491082369e-71
"Pyrrhura perlata";0,00853663497454208;0,000454791726570043
"Pyrrhura molinae";0,0124893572756789;0,000681536862680224
"Pyrrhura picta";0,0416309570892242;0,043741445458316
"Pyrrhura leucotis";0,00451726256018838;6,97536634466761e-07
"Pyrrhura viridicata";0,0124893572756789;0,00136307372536045
"Pyrrhura egregia";0,0124893572756789;0,0027261474507209
"Pyrrhura melanura";0,00625396623991567;0,000119482206214758
"Pyrrhura orcesi";0,000599089247982182;9,33148982164739e-71
"Pyrrhura rupicola";0,0124893572756789;0,0054522949014418
"Pyrrhura albipectus";0,0124893572756789;0,0109045898028836
"Pyrrhura calliptera";0,00747658977904152;0,001122389060504
"Pyrrhura hoematotis";0,0128214538645466;0,00117713542364613
"Pyrrhura rhodocephala";0,0124893572756789;0,0218091796057672
"Pyrrhura hoffmanni";0,00257374360532869;9,35224918345856e-15
"Enicognathus ferrugineus";0,00783610793348634;0,000357138756846982
"Enicognathus leptorhynchus";0,00783610793348634;0,000714277513693963
"Myiopsitta monachus";0,00451726256018838;1,39507326893352e-06
"Psilopsiagon aymara";0,00524227830151239;2,23211723029364e-05
"Psilopsiagon aurifrons";0,0121992850896324;0,002669233817799
"Bolborhynchus lineola";0,0049532659815852;3,47793261511763e-07
"Bolborhynchus orbygnesius";0,00257374360532869;1,87044983669171e-14
"Bolborhynchus ferrugineifrons";0,0178672254076973;0,0103965128715522
"Forpus cyanopygius";0,00257374360532869;3,74089967338342e-14
"Forpus passerinus";0,00524227830151239;4,46423446058727e-05
"Forpus xanthopterygius";0,00257374360532869;7,48179934676685e-14
"Forpus conspicillatus";0,0136547699692364;0,00670351793540277
"Forpus modestus";0,000989063227612403;5,82607021044487e-50
"Forpus coelestis";0,00257374360532869;1,49635986935337e-13
"Forpus xanthops";0,00524227830151239;8,92846892117454e-05
"Brotogeris tirica";0,00451726256018838;2,79014653786704e-06
"Brotogeris versicolurus";0,00257374360532869;2,99271973870674e-13
"Brotogeris chiriri";0,0262824514433148;0,0436183592115344
"Brotogeris pyrrhoptera";0,00783610793348634;0,00142855502738793
"Brotogeris jugularis";0,124929219231141;0,126482912651093
"Brotogeris cyanoptera";0,000599089247982182;1,86629796432948e-70
"Brotogeris chrysoptera";0,00747658977904152;0,00224477812100799
"Brotogeris sanctithomae";0,00747658977904152;0,00448955624201599
"Nannopsittaca panychlora";0,000599089247982182;3,73259592865895e-70
"Nannopsittaca dachilleae";0,00257374360532869;5,98543947741348e-13
"Touit batavicus";0,109838204355604;0,121984409948663
"Touit huetii";0,013492348100339;0,0100630587166669
"Touit costaricensis";0,000599089247982182;7,46519185731791e-70
"Touit dilectissimus";0,000599089247982182;1,49303837146358e-69
"Touit purpuratus";0,000599089247982182;2,98607674292716e-69
"Touit melanonotus";0,00625396623991567;0,000238964412429516
"Touit surdus";0,000599089247982182;5,97215348585433e-69
"Touit stictopterus";0,00257374360532869;1,1970878954827e-12
"Pionites melanocephalus";0,0128214538645466;0,00235427084729225
"Pionites leucogaster";0,0230868818938314;0,0362237124236258
"Pionopsitta pileata";0,0049532659815852;6,95586523023527e-07
"Pyrilia haematotis";0,0049532659815852;1,39117304604705e-06
"Pyrilia pulchra";0,000599089247982182;1,19443069717087e-68
"Pyrilia barrabandi";0,00257374360532869;2,39417579096539e-12
"Pyrilia pyrilia";0,0177954643519419;0,0360748475617968
"Pyrilia caica";0,00855663417379526;0,000226945194157473
"Pyrilia vulturina";0,000599089247982182;2,38886139434173e-68
"Hapalopsittaca melanotis";0,000599089247982182;4,77772278868346e-68
"Hapalopsittaca amazonina";0,00257374360532869;4,78835158193078e-12
"Hapalopsittaca fuertesi";0,000599089247982182;9,55544557736692e-68
"Hapalopsittaca pyrrhops";0,0049532659815852;2,78234609209411e-06
"Graydidascalus brachyurus";0,0112706096617629;0,0179245996414335
"Pionus menstruus";0,00524227830151239;0,000178569378423491
"Pionus sordidus";0,00853663497454208;0,000909583453140087
"Pionus maximiliani";0,0283826716386176;0,0291058560360144
"Pionus tumultuosus";0,000599089247982182;1,91108911547338e-67
"Pionus senilis";0,00257374360532869;9,57670316386157e-12
"Pionus chalcopterus";0,00625396623991567;0,000477928824859032
"Pionus fuscus";0,000599089247982182;3,82217823094677e-67
"Amazona leucocephala";0,0049532659815852;5,56469218418821e-06
"Amazona collaria";0,0049532659815852;1,11293843683764e-05
"Amazona ventralis";0,00257374360532869;1,91534063277231e-11
"Amazona albifrons";0,0817834495669363;0,0849922152182832
"Amazona xantholora";0,00798754531024296;0,000140298632563
"Amazona agilis";0,0049532659815852;2,22587687367529e-05
"Amazona vittata";0,00783610793348634;0,00285711005477585
"Amazona tucumana";0,00524227830151239;0,000357138756846982
"Amazona pretrei";0,00625396623991567;0,000955857649718065
"Amazona viridigenalis";0,00783610793348634;0,00571422010955171
"Amazona finschi";0,00257374360532869;3,83068126554463e-11
"Amazona autumnalis";0,000599089247982182;7,64435646189354e-67
"Amazona dufresniana";0,00257374360532869;7,66136253108925e-11
"Amazona rhodocorytha";0,000599089247982182;1,52887129237871e-66
"Amazona brasiliensis";0,115510147490504;0,124711923830524
"Amazona festiva";0,00798754531024296;0,000140298632563
"Alipiopsitta xanthops";0,00257374360532869;1,53227250621785e-10
"Amazona barbadensis";0,0049532659815852;4,45175374735057e-05
"Amazona aestiva";0,00257374360532869;3,0645450124357e-10
"Amazona ochrocephala";0,0049532659815852;8,90350749470114e-05
"Amazona amazonica";0,000599089247982182;3,05774258475742e-66
"Amazona mercenaria";0,00798754531024296;0,000280597265125999
"Amazona farinosa";0,041712699407374;0,0415947210013148
"Amazona kawalli";0,00798754531024296;0,000561194530251998
"Amazona vinacea";0,0049532659815852;0,000178070149894023
"Amazona versicolor";0,00257374360532869;6,1290900248714e-10
"Amazona arausiaca";0,000599089247982182;6,11548516951483e-66
"Amazona guildingii";0,00257374360532869;1,22581800497428e-09
"Amazona imperialis";0,00257374360532869;2,45163600994856e-09
"Deroptyus accipitrinus";0,0943748695011354;0,111250116177943
"Triclaria malachitacea";0,00451726256018838;5,58029307573409e-06
"Cypseloides niger";9,74678347938777e-05;0
"Cypseloides lemosi";9,74678347938777e-05;0
"Cypseloides rothschildi";9,74678347938777e-05;0
"Cypseloides fumigatus";9,74678347938777e-05;0
"Cypseloides cherriei";9,74678347938777e-05;0
"Cypseloides storeri";9,74678347938777e-05;0
"Cypseloides cryptus";9,74678347938777e-05;0
"Cypseloides senex";9,74678347938777e-05;0
"Streptoprocne phelpsi";9,74678347938777e-05;0
"Streptoprocne rutila";9,74678347938777e-05;0
"Streptoprocne zonaris";9,74678347938777e-05;0
"Streptoprocne biscutata";9,74678347938777e-05;0
"Streptoprocne semicollaris";9,74678347938777e-05;0
"Hydrochous gigas";9,74678347938777e-05;0
"Collocalia esculenta";9,74678347938777e-05;0
"Collocalia linchi";9,74678347938777e-05;0
"Collocalia troglodytes";9,74678347938777e-05;0
"Collocalia elaphra";9,74678347938777e-05;0
"Collocalia francica";9,74678347938777e-05;0
"Collocalia unicolor";9,74678347938777e-05;0
"Collocalia mearnsi";9,74678347938777e-05;0
"Collocalia infuscata";9,74678347938777e-05;0
"Collocalia hirundinacea";9,74678347938777e-05;0
"Collocalia spodiopygia";9,74678347938777e-05;0
"Collocalia terraereginae";9,74678347938777e-05;0
"Collocalia brevirostris";9,74678347938777e-05;0
"Collocalia whiteheadi";9,74678347938777e-05;0
"Collocalia nuditarsus";9,74678347938777e-05;0
"Collocalia orientalis";9,74678347938777e-05;0
"Collocalia salangana";9,74678347938777e-05;0
"Collocalia vanikorensis";9,74678347938777e-05;0
"Collocalia pelewensis";9,74678347938777e-05;0
"Collocalia inquieta";9,74678347938777e-05;0
"Collocalia sawtelli";9,74678347938777e-05;0
"Collocalia bartschi";9,74678347938777e-05;0
"Collocalia leucophaea";9,74678347938777e-05;0
"Collocalia maxima";9,74678347938777e-05;0
"Collocalia fuciphaga";9,74678347938777e-05;0
"Collocalia papuensis";9,74678347938777e-05;0
"Mearnsia picina";9,74678347938777e-05;0
"Mearnsia novaeguineae";9,74678347938777e-05;0
"Zoonavena grandidieri";9,74678347938777e-05;0
"Zoonavena thomensis";9,74678347938777e-05;0
"Zoonavena sylvatica";9,74678347938777e-05;0
"Telacanthura ussheri";9,74678347938777e-05;0
"Telacanthura melanopygia";9,74678347938777e-05;0
"Rhaphidura leucopygialis";9,74678347938777e-05;0
"Rhaphidura sabini";9,74678347938777e-05;0
"Neafrapus cassini";9,74678347938777e-05;0
"Neafrapus boehmi";9,74678347938777e-05;0
"Hirundapus caudacutus";9,74678347938777e-05;0
"Hirundapus cochinchinensis";9,74678347938777e-05;0
"Hirundapus giganteus";9,74678347938777e-05;0
"Hirundapus celebensis";9,74678347938777e-05;0
"Chaetura spinicaudus";9,74678347938777e-05;0
"Chaetura egregia";9,74678347938777e-05;0
"Chaetura martinica";9,74678347938777e-05;0
"Chaetura cinereiventris";9,74678347938777e-05;0
"Chaetura pelagica";9,74678347938777e-05;0
"Chaetura vauxi";9,74678347938777e-05;0
"Chaetura chapmani";9,74678347938777e-05;0
"Chaetura brachyura";9,74678347938777e-05;0
"Schoutedenapus myoptilus";9,74678347938777e-05;0
"Schoutedenapus schoutedeni";9,74678347938777e-05;0
"Aeronautes saxatalis";9,74678347938777e-05;0
"Aeronautes montivagus";9,74678347938777e-05;0
"Aeronautes andecolus";9,74678347938777e-05;0
"Tachornis phoenicobia";9,74678347938777e-05;0
"Tachornis furcata";9,74678347938777e-05;0
"Tachornis squamata";9,74678347938777e-05;0
"Panyptila sanctihieronymi";9,74678347938777e-05;0
"Panyptila cayennensis";9,74678347938777e-05;0
"Cypsiurus parvus";9,74678347938777e-05;0
"Cypsiurus balasiensis";9,74678347938777e-05;0
"Tachymarptis melba";9,74678347938777e-05;0
"Tachymarptis aequatorialis";9,74678347938777e-05;0
"Apus alexandri";9,74678347938777e-05;0
"Apus apus";9,74678347938777e-05;0
"Apus unicolor";9,74678347938777e-05;0
"Apus niansae";9,74678347938777e-05;0
"Apus pallidus";9,74678347938777e-05;0
"Apus barbatus";9,74678347938777e-05;0
"Apus berliozi";9,74678347938777e-05;0
"Apus bradfieldi";9,74678347938777e-05;0
"Apus pacificus";9,74678347938777e-05;0
"Apus acuticauda";9,74678347938777e-05;0
"Apus affinis";9,74678347938777e-05;0
"Apus nipalensis";9,74678347938777e-05;0
"Apus horus";9,74678347938777e-05;0
"Apus caffer";9,74678347938777e-05;0
"Apus batesi";9,74678347938777e-05;0
"Hemiprocne coronata";9,74678347938777e-05;0
"Hemiprocne longipennis";9,74678347938777e-05;0
"Hemiprocne mystacea";9,74678347938777e-05;0
"Hemiprocne comata";9,74678347938777e-05;0
"Glaucis aeneus";0,000897856259669504;1,09722607262351e-94
"Glaucis hirsutus";0,000897856259669504;1,09722607262351e-94
"Threnetes niger";0,000897856259669504;2,19445214524702e-94
"Threnetes ruckeri";0,000897856259669504;4,38890429049403e-94
"Phaethornis yaruqui";0,000897856259669504;8,77780858098807e-94
"Phaethornis guy";0,000897856259669504;1,75556171619761e-93
"Phaethornis syrmatophorus";0,000897856259669504;3,51112343239523e-93
"Phaethornis superciliosus";0,000897856259669504;7,02224686479045e-93
"Phaethornis malaris";0,000897856259669504;1,40444937295809e-92
"Phaethornis eurynome";0,000897856259669504;2,80889874591618e-92
"Phaethornis hispidus";0,000897856259669504;5,61779749183236e-92
"Phaethornis anthophilus";0,000897856259669504;1,12355949836647e-91
"Phaethornis bourcieri";0,000897856259669504;2,24711899673295e-91
"Phaethornis koepckeae";0,000897856259669504;4,49423799346589e-91
"Phaethornis philippii";0,000897856259669504;8,98847598693178e-91
"Phaethornis squalidus";0,000897856259669504;1,79769519738636e-90
"Phaethornis rupurumii";0,000897856259669504;3,59539039477271e-90
"Phaethornis augusti";0,000897856259669504;7,19078078954543e-90
"Phaethornis pretrei";0,000897856259669504;1,43815615790909e-89
"Phaethornis subochraceus";0,000897856259669504;2,87631231581817e-89
"Phaethornis nattereri";0,000897856259669504;5,75262463163634e-89
"Anopetia gounellei";0,000897856259669504;1,15052492632727e-88
"Phaethornis ruber";0,000897856259669504;2,30104985265454e-88
"Phaethornis stuarti";0,000897856259669504;4,60209970530907e-88
"Phaethornis griseogularis";0,000897856259669504;9,20419941061815e-88
"Phaethornis longuemareus";0,000897856259669504;1,84083988212363e-87
"Phaethornis striigularis";0,000897856259669504;3,68167976424726e-87
"Phaethornis idaliae";0,000897856259669504;7,36335952849452e-87
"Eutoxeres aquila";0,000897856259669504;1,4726719056989e-86
"Eutoxeres condamini";0,000897856259669504;2,94534381139781e-86
"Androdon aequatorialis";0,000897856259669504;5,89068762279561e-86
"Ramphodon naevius";0,000897856259669504;1,17813752455912e-85
"Glaucis dohrnii";0,000897856259669504;2,35627504911825e-85
"Doryfera johannae";0,000897856259669504;4,71255009823649e-85
"Doryfera ludovicae";0,000897856259669504;9,42510019647298e-85
"Phaeochroa cuvierii";0,000897856259669504;1,8850200392946e-84
"Campylopterus curvipennis";0,000897856259669504;3,77004007858919e-84
"Campylopterus largipennis";0,000897856259669504;7,54008015717838e-84
"Campylopterus rufus";0,000897856259669504;1,50801603143568e-83
"Campylopterus hyperythrus";0,000897856259669504;3,01603206287135e-83
"Campylopterus duidae";0,000897856259669504;6,03206412574271e-83
"Campylopterus hemileucurus";0,000897856259669504;1,20641282514854e-82
"Campylopterus ensipennis";0,000897856259669504;2,41282565029708e-82
"Campylopterus falcatus";0,000897856259669504;4,82565130059417e-82
"Campylopterus phainopeplus";0,000897856259669504;9,65130260118833e-82
"Campylopterus villaviscensio";0,000897856259669504;1,93026052023767e-81
"Eupetomena macroura";0,000897856259669504;3,86052104047533e-81
"Florisuga mellivora";0,000897856259669504;7,72104208095067e-81
"Florisuga fusca";0,000897856259669504;1,54420841619013e-80
"Colibri delphinae";0,000897856259669504;3,08841683238027e-80
"Colibri thalassinus";0,000897856259669504;6,17683366476053e-80
"Colibri coruscans";0,000897856259669504;1,23536673295211e-79
"Colibri serrirostris";0,000897856259669504;2,47073346590421e-79
"Anthracothorax viridigula";0,000897856259669504;4,94146693180843e-79
"Anthracothorax prevostii";0,000897856259669504;9,88293386361685e-79
"Anthracothorax veraguensis";0,00188854494263839;1,70523756721976e-09
"Anthracothorax nigricollis";0,000897856259669504;1,97658677272337e-78
"Anthracothorax mango";0,000897856259669504;3,95317354544674e-78
"Anthracothorax dominicus";0,000897856259669504;7,90634709089348e-78
"Anthracothorax viridis";0,000897856259669504;1,5812694181787e-77
"Avocettula recurvirostris";0,000897856259669504;3,16253883635739e-77
"Eulampis jugularis";0,000897856259669504;6,32507767271479e-77
"Eulampis holosericeus";0,000897856259669504;1,26501553454296e-76
"Chrysolampis mosquitus";0,000897856259669504;2,53003106908591e-76
"Orthorhyncus cristatus";0,000897856259669504;5,06006213817183e-76
"Klais guimeti";0,000897856259669504;1,01201242763437e-75
"Abeillia abeillei";0,000897856259669504;2,02402485526873e-75
"Stephanoxis lalandi";0,000897856259669504;4,04804971053746e-75
"Lophornis ornatus";0,00216241878703348;6,39827159907962e-28
"Lophornis gouldii";0,00188854494263839;3,41047513443952e-09
"Lophornis magnificus";0,00216241878703348;6,39827159907962e-28
"Lophornis brachylophus";0,000897856259669504;8,09609942107493e-75
"Lophornis delattrei";0,000897856259669504;1,61921988421499e-74
"Lophornis stictolophus";0,000897856259669504;3,23843976842997e-74
"Lophornis chalybeus";0,000897856259669504;6,47687953685994e-74
"Lophornis pavoninus";0,000897856259669504;1,29537590737199e-73
"Lophornis helenae";0,000897856259669504;2,59075181474398e-73
"Lophornis adorabilis";0,000897856259669504;5,18150362948795e-73
"Discosura popelairii";0,000897856259669504;1,03630072589759e-72
"Discosura langsdorffi";0,000897856259669504;2,07260145179518e-72
"Discosura letitiae";0,00188854494263839;6,82095026887904e-09
"Discosura conversii";0,000897856259669504;4,14520290359036e-72
"Discosura longicaudus";0,000897856259669504;8,29040580718072e-72
"Chlorestes notata";0,000897856259669504;1,65808116143614e-71
"Chlorostilbon olivaresi";0,000897856259669504;3,31616232287229e-71
"Chlorostilbon mellisugus";0,000897856259669504;6,63232464574458e-71
"Chlorostilbon lucidus";0,000897856259669504;1,32646492914892e-70
"Chlorostilbon ricordii";0,000897856259669504;2,65292985829783e-70
"Chlorostilbon swainsonii";0,000897856259669504;5,30585971659566e-70
"Chlorostilbon maugaeus";0,000897856259669504;1,06117194331913e-69
"Chlorostilbon russatus";0,000897856259669504;2,12234388663827e-69
"Chlorostilbon stenurus";0,000897856259669504;4,24468777327653e-69
"Chlorostilbon alice";0,000897856259669504;8,48937554655306e-69
"Chlorostilbon poortmani";0,000897856259669504;1,69787510931061e-68
"Cynanthus sordidus";0,000897856259669504;3,39575021862122e-68
"Cynanthus latirostris";0,000897856259669504;6,79150043724245e-68
"Cyanophaia bicolor";0,000897856259669504;1,35830008744849e-67
"Thalurania ridgwayi";0,000897856259669504;2,71660017489698e-67
"Thalurania colombica";0,000897856259669504;5,43320034979396e-67
"Thalurania fannyi";0,000897856259669504;1,08664006995879e-66
"Thalurania furcata";0,000897856259669504;2,17328013991758e-66
"Thalurania watertonii";0,000897856259669504;4,34656027983517e-66
"Thalurania glaucopis";0,000897856259669504;8,69312055967033e-66
"Panterpe insignis";0,000897856259669504;1,73862411193407e-65
"Damophila julie";0,000897856259669504;3,47724822386813e-65
"Lepidopyga coeruleogularis";0,000897856259669504;6,95449644773627e-65
