"";"dietori";"activityori";"massori";"meanori"
"Philander frenatus";0,789424878445825;0,846741799402011;0,0141358487486539;0,55010084219883
"Thylamys pusillus";0,650921489250079;0,765479782131048;0,0130744628615074;0,476491911414211
"Thylamys venustus";0,679413097324249;0,765479782131048;0,0131728663892175;0,486021915281505
"Thylamys tatei";0,679413097324249;0,765479782131048;0,0131728663892175;0,486021915281505
"Thylamys sponsorius";0,679413097324249;0,765479782131048;0,0131728663892175;0,486021915281505
"Thylamys velutinus";0,650921489250079;0,765479782131048;0,0132959224758107;0,476565731285646
"Thylamys macrurus";0,650921489250079;0,765479782131048;0,0129532384872269;0,476451503289451
"Thylamys karimii";0,679413097324249;0,765479782131048;0,0131728663892175;0,486021915281505
"Thylamys cinderella";0,679413097324249;0,765479782131048;0,0131728663892175;0,486021915281505
"Thylamys elegans";0,650921489250079;0,844062700788667;0,0130589558342129;0,50268104862432
"Thylamys pallidior";0,650921489250079;0,765479782131048;0,013562613953395;0,476654628444841
"Tlacuatzin canescens";0,699661457350855;0,692387517242689;0,0128050366941753;0,46828467042924
"Caenolestes caniventer";0,630163557288784;0,50395866020105;0,012876168558018;0,382332795349284
"Caenolestes condorensis";0,630163557288784;0,50395866020105;0,0128044512440485;0,382308889577961
"Caenolestes convelatus";0,630163557288784;0,50395866020105;0,012876168558018;0,382332795349284
